Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
prerank	Public_ECM_aging_DOWN	0.33384769859592345	1.3840874851767093	0.03664921465968586	0.24229074889867844	0.149	26/64	23.32%	LAMA4;SERPING1;FBLN5;DCN;FMOD;CD109;DPT;ANXA5;PODN;TGM5;COL6A6;LUM;COL21A1;SERPINB2;CTSB;LOX;ECM1;COL12A1;SERPINF2;VCAN;MFAP4;CTSH;CTSC;PRELP;ASPN;MATN2
prerank	Public_ECM_aging_UP	0.3664577194522983	1.1469380545874486	0.2700228832951945	0.37885462555066085	0.417	5/20	10.96%	WISP2;RAB21;HTRA1;FBLN7;SLPI
prerank	Senescence_ROS_SASP	0.3855288431997127	1.1177661475375889	0.2781954887218045	0.2843857072931963	0.456	5/15	18.00%	CDKN1A;MAPK14;SOD2;CAT;IL6
prerank	ECM_collagen	-0.28350388480258804	-0.8438765325653902	0.679465776293823	1.0	0.9343434343434344	4/20	8.68%	COL4A2;COL4A1;COL5A1;COL1A1
prerank	Adhesion_focal_adhesion	-0.27931057334811477	-0.7469668365722166	0.8177083333333334	0.838349678728441	0.9696969696969697	3/13	8.73%	ACTN1;ITGA5;FLNA
