names	scores	logfoldchanges	pvals	pvals_adj
Slc27a2	0.026843287	20.165218	0.978584727887119	1.0
A930032L01Rik	0.026843287	19.443874	0.978584727887119	1.0
A930037H05Rik	0.026843287	19.106739	0.978584727887119	1.0
Slc26a3	0.026843287	20.116657	0.978584727887119	1.0
AA414768	0.026843287	19.510242	0.978584727887119	1.0
Slc25a31	0.026843287	20.084715	0.978584727887119	1.0
A530041M06Rik	0.026843287	20.106812	0.978584727887119	1.0
Slc7a13	0.026843287	20.52799	0.978584727887119	1.0
Slc23a4	0.026843287	20.022184	0.978584727887119	1.0
A230083N12Rik	0.026843287	20.275599	0.978584727887119	1.0
Snord92	0.026843287	20.837772	0.978584727887119	1.0
Snord87	0.026843287	18.899904	0.978584727887119	1.0
Snord83b	0.026843287	19.648314	0.978584727887119	1.0
Snord73a	0.026843287	20.810892	0.978584727887119	1.0
Snord7	0.026843287	19.936192	0.978584727887119	1.0
Snord55	0.026843287	19.912498	0.978584727887119	1.0
Snord43	0.026843287	19.379395	0.978584727887119	1.0
A230065N10Rik	0.026843287	19.246094	0.978584727887119	1.0
Snord32a	0.026843287	20.209286	0.978584727887119	1.0
Snora41	0.026843287	19.73434	0.978584727887119	1.0
Slc7a3	0.026843287	20.704973	0.978584727887119	1.0
Snap91	0.026843287	18.827097	0.978584727887119	1.0
A330040F15Rik	0.026843287	19.901697	0.978584727887119	1.0
Smim6	0.026843287	18.119295	0.978584727887119	1.0
Smim18	0.026843287	19.967102	0.978584727887119	1.0
A3galt2	0.026843287	20.49676	0.978584727887119	1.0
Slco1a5	0.026843287	19.306658	0.978584727887119	1.0
Slc9a5	0.026843287	20.018715	0.978584727887119	1.0
A430110C17Rik	0.026843287	20.989737	0.978584727887119	1.0
Slc8a2	0.026843287	20.106812	0.978584727887119	1.0
AA914427	0.026843287	20.484503	0.978584727887119	1.0
AC093043.1	0.026843287	20.692993	0.978584727887119	1.0
Tgm7	0.026843287	18.988842	0.978584727887119	1.0
AC154509.1	0.026843287	19.576172	0.978584727887119	1.0
Sez6l	0.026843287	20.699871	0.978584727887119	1.0
AC136376.2	0.026843287	20.133242	0.978584727887119	1.0
AC137842.2	0.026843287	19.626774	0.978584727887119	1.0
AC138177.5	0.026843287	20.654985	0.978584727887119	1.0
AC138715.1	0.026843287	19.493204	0.978584727887119	1.0
Serpina9	0.026843287	20.507076	0.978584727887119	1.0
AC149588.1	0.026843287	20.184364	0.978584727887119	1.0
AC154276.3	0.026843287	19.581524	0.978584727887119	1.0
AC154283.1	0.026843287	20.138565	0.978584727887119	1.0
AC154718.1	0.026843287	19.603958	0.978584727887119	1.0
Sgca	0.026843287	20.106812	0.978584727887119	1.0
AC154760.1	0.026843287	19.86896	0.978584727887119	1.0
Sebox	0.026843287	18.990973	0.978584727887119	1.0
Sdk2	0.026843287	20.599651	0.978584727887119	1.0
AC157602.1	0.026843287	19.972973	0.978584727887119	1.0
AC159002.2	0.026843287	19.787634	0.978584727887119	1.0
AC159193.1	0.026843287	19.820988	0.978584727887119	1.0
Scn8a	0.026843287	20.489594	0.978584727887119	1.0
Scn2b	0.026843287	19.537651	0.978584727887119	1.0
AC160930.2	0.026843287	20.295696	0.978584727887119	1.0
Sfxn5	0.026843287	20.23538	0.978584727887119	1.0
AC133101.1	0.026843287	19.443874	0.978584727887119	1.0
Slc1a2	0.026843287	19.407494	0.978584727887119	1.0
AC121577.1	0.026843287	18.972929	0.978584727887119	1.0
Slc19a3	0.026843287	19.978334	0.978584727887119	1.0
Slc18a1	0.026843287	20.498816	0.978584727887119	1.0
Slc16a4	0.026843287	20.06645	0.978584727887119	1.0
AC112945.1	0.026843287	20.103842	0.978584727887119	1.0
Slc13a4	0.026843287	20.354443	0.978584727887119	1.0
AC114585.2	0.026843287	19.98858	0.978584727887119	1.0
AC115304.1	0.026843287	20.289993	0.978584727887119	1.0
Slamf9	0.026843287	20.50232	0.978584727887119	1.0
AC117245.2	0.026843287	19.5871	0.978584727887119	1.0
AC122035.2	0.026843287	19.438591	0.978584727887119	1.0
Sh2d4b	0.026843287	20.509981	0.978584727887119	1.0
Sirpb1b	0.026843287	19.612062	0.978584727887119	1.0
AC122397.1	0.026843287	19.683754	0.978584727887119	1.0
Siglecg	0.026843287	20.50232	0.978584727887119	1.0
AC122901.1	0.026843287	19.640507	0.978584727887119	1.0
AC123724.1	0.026843287	20.748932	0.978584727887119	1.0
Shisa3	0.026843287	20.437605	0.978584727887119	1.0
AC124479.1	0.026843287	19.65869	0.978584727887119	1.0
AC125351.1	0.026843287	19.829699	0.978584727887119	1.0
Sh3tc2	0.026843287	19.65869	0.978584727887119	1.0
A230059L01Rik	0.026843287	20.441221	0.978584727887119	1.0
A230052G05Rik	0.026843287	19.523497	0.978584727887119	1.0
A230028O05Rik	0.026843287	19.35371	0.978584727887119	1.0
5430419D17Rik	0.026843287	19.725351	0.978584727887119	1.0
Tas1r3	0.026843287	20.367796	0.978584727887119	1.0
Tarm1	0.026843287	20.334421	0.978584727887119	1.0
5033424D13Rik	0.026843287	19.890734	0.978584727887119	1.0
Taf9	0.026843287	20.021214	0.978584727887119	1.0
5330406M23Rik	0.026843287	20.056273	0.978584727887119	1.0
5330417C22Rik	0.026843287	19.713402	0.978584727887119	1.0
5430400D12Rik	0.026843287	20.340338	0.978584727887119	1.0
Syt9	0.026843287	19.494507	0.978584727887119	1.0
Syt8	0.026843287	19.57825	0.978584727887119	1.0
Syt12	0.026843287	20.625591	0.978584727887119	1.0
4933440N22Rik	0.026843287	19.586899	0.978584727887119	1.0
Sypl2	0.026843287	19.657639	0.978584727887119	1.0
Syp	0.026843287	19.864893	0.978584727887119	1.0
Synpr	0.026843287	19.42605	0.978584727887119	1.0
Syngr4	0.026843287	19.76761	0.978584727887119	1.0
5430430B14Rik	0.026843287	20.272196	0.978584727887119	1.0
Sync	0.026843287	19.366705	0.978584727887119	1.0
5530400K19Rik	0.026843287	19.804558	0.978584727887119	1.0
5730422E09Rik	0.026843287	19.76761	0.978584727887119	1.0
Sv2b	0.026843287	20.702583	0.978584727887119	1.0
5033403F01Rik	0.026843287	20.19948	0.978584727887119	1.0
4933433G19Rik	0.026843287	19.869452	0.978584727887119	1.0
A230020J21Rik	0.026843287	20.203169	0.978584727887119	1.0
4933408J17Rik	0.026843287	19.983042	0.978584727887119	1.0
Tgm4	0.026843287	20.247807	0.978584727887119	1.0
4930596I21Rik	0.026843287	19.561512	0.978584727887119	1.0
Tfec	0.026843287	19.274813	0.978584727887119	1.0
Tespa1	0.026843287	20.105028	0.978584727887119	1.0
Terc	0.026843287	19.368996	0.978584727887119	1.0
Teddm2	0.026843287	20.643461	0.978584727887119	1.0
4933406C10Rik	0.026843287	19.335026	0.978584727887119	1.0
Tdrkh	0.026843287	18.90148	0.978584727887119	1.0
Tdgf1	0.026843287	20.170055	0.978584727887119	1.0
Tcrg-V5	0.026843287	19.43627	0.978584727887119	1.0
4933433G15Rik	0.026843287	20.455206	0.978584727887119	1.0
Tcrg-C4	0.026843287	19.797878	0.978584727887119	1.0
Tcrg-C2	0.026843287	19.797878	0.978584727887119	1.0
4933424G06Rik	0.026843287	19.535154	0.978584727887119	1.0
Tcp11	0.026843287	19.97659	0.978584727887119	1.0
4933425M03Rik	0.026843287	20.483892	0.978584727887119	1.0
Tceanc	0.026843287	20.04561	0.978584727887119	1.0
Tbxas1	0.026843287	20.3159	0.978584727887119	1.0
4933430I17Rik	0.026843287	18.526663	0.978584727887119	1.0
Tbx21	0.026843287	20.44908	0.978584727887119	1.0
Sv2a	0.026843287	20.323914	0.978584727887119	1.0
Sult6b1	0.026843287	19.580929	0.978584727887119	1.0
5830444B04Rik	0.026843287	20.04264	0.978584727887119	1.0
9530053A07Rik	0.026843287	20.514145	0.978584727887119	1.0
Spsb3	0.026843287	20.28072	0.978584727887119	1.0
Sprr2b	0.026843287	20.220634	0.978584727887119	1.0
9430037O13Rik	0.026843287	19.35371	0.978584727887119	1.0
Spns3	0.026843287	20.118755	0.978584727887119	1.0
Spink12	0.026843287	19.626774	0.978584727887119	1.0
Spef2	0.026843287	20.112171	0.978584727887119	1.0
9530013L04Rik	0.026843287	18.9994	0.978584727887119	1.0
9530014B07Rik	0.026843287	19.227427	0.978584727887119	1.0
9530027J09Rik	0.026843287	19.974312	0.978584727887119	1.0
9530056K15Rik	0.026843287	20.78176	0.978584727887119	1.0
Stxbp5l	0.026843287	19.43627	0.978584727887119	1.0
Spag8	0.026843287	20.485926	0.978584727887119	1.0
9530059O14Rik	0.026843287	20.242987	0.978584727887119	1.0
Spaca9	0.026843287	19.941662	0.978584727887119	1.0
Sp6	0.026843287	20.23769	0.978584727887119	1.0
9930004E17Rik	0.026843287	19.309256	0.978584727887119	1.0
Sox8	0.026843287	19.580929	0.978584727887119	1.0
Sox5os3	0.026843287	20.314375	0.978584727887119	1.0
Sox30	0.026843287	20.116657	0.978584727887119	1.0
Sox10	0.026843287	20.673584	0.978584727887119	1.0
Spta1	0.026843287	20.57057	0.978584727887119	1.0
Sptb	0.026843287	19.335026	0.978584727887119	1.0
9330104G04Rik	0.026843287	19.580334	0.978584727887119	1.0
Sptbn5	0.026843287	19.932558	0.978584727887119	1.0
6330549D23Rik	0.026843287	20.047098	0.978584727887119	1.0
Strn4	0.026843287	-0.041321907	0.978584727887119	1.0
Strip2	0.026843287	20.4126	0.978584727887119	1.0
Stpg1	0.026843287	20.234337	0.978584727887119	1.0
6430573F11Rik	0.026843287	20.625591	0.978584727887119	1.0
6720483E21Rik	0.026843287	20.234556	0.978584727887119	1.0
8030453O22Rik	0.026843287	19.635845	0.978584727887119	1.0
8430432A02Rik	0.026843287	19.804558	0.978584727887119	1.0
9030607J07Rik	0.026843287	19.952673	0.978584727887119	1.0
9030624G23Rik	0.026843287	19.704607	0.978584727887119	1.0
9130017K11Rik	0.026843287	19.735678	0.978584727887119	1.0
Sspo	0.026843287	20.155602	0.978584727887119	1.0
9130023H24Rik	0.026843287	20.371298	0.978584727887119	1.0
9130204K15Rik	0.026843287	19.537651	0.978584727887119	1.0
9130208D14Rik	0.026843287	20.475796	0.978584727887119	1.0
9130221H12Rik	0.026843287	21.14197	0.978584727887119	1.0
9130604C24Rik	0.026843287	19.379053	0.978584727887119	1.0
9230111E07Rik	0.026843287	19.510714	0.978584727887119	1.0
9230112E08Rik	0.026843287	19.274813	0.978584727887119	1.0
Gzmf	0.026843287	20.197561	0.978584727887119	1.0
Apoa1	0.026843287	20.598753	0.978584727887119	1.0
D130017N08Rik	0.026843287	18.90148	0.978584727887119	1.0
Gm47772	0.026843287	20.029993	0.978584727887119	1.0
Gm38200	0.026843287	20.338722	0.978584727887119	1.0
Gm48372	0.026843287	19.603958	0.978584727887119	1.0
Gm4835	0.026843287	20.280548	0.978584727887119	1.0
Cyp46a1	0.026843287	19.35371	0.978584727887119	1.0
Gm48302	0.026843287	21.030127	0.978584727887119	1.0
Chrna3	0.026843287	19.88735	0.978584727887119	1.0
Gm38228	0.026843287	19.70015	0.978584727887119	1.0
Chrnb4	0.026843287	19.366789	0.978584727887119	1.0
Gm48210	0.026843287	20.64159	0.978584727887119	1.0
Gm4819	0.026843287	20.103842	0.978584727887119	1.0
Gm48161	0.026843287	19.899548	0.978584727887119	1.0
Gm4813	0.026843287	19.888853	0.978584727887119	1.0
Gm48107	0.026843287	19.53046	0.978584727887119	1.0
Gm48078	0.026843287	19.145908	0.978584727887119	1.0
Gm48027	0.026843287	20.413555	0.978584727887119	1.0
Gm47986	0.026843287	20.334242	0.978584727887119	1.0
Gm47976	0.026843287	19.675524	0.978584727887119	1.0
Gm47885	0.026843287	20.138565	0.978584727887119	1.0
Gm4787	0.026843287	19.735455	0.978584727887119	1.0
Gm38190	0.026843287	19.335026	0.978584727887119	1.0
Gm48427	0.026843287	20.058989	0.978584727887119	1.0
Gm38140	0.026843287	20.19948	0.978584727887119	1.0
Gm48742	0.026843287	20.38559	0.978584727887119	1.0
Gm4929	0.026843287	20.105028	0.978584727887119	1.0
Gm4895	0.026843287	20.688353	0.978584727887119	1.0
Gm37985	0.026843287	20.598753	0.978584727887119	1.0
Gm48837	0.026843287	19.2556	0.978584727887119	1.0
Gm48832	0.026843287	19.724466	0.978584727887119	1.0
Gm48822	0.026843287	20.516022	0.978584727887119	1.0
Gm38004	0.026843287	20.19948	0.978584727887119	1.0
Gm48768	0.026843287	19.858757	0.978584727887119	1.0
Gm48693	0.026843287	20.59819	0.978584727887119	1.0
Gm48582	0.026843287	20.50294	0.978584727887119	1.0
Gm4866	0.026843287	19.384539	0.978584727887119	1.0
Gm38014	0.026843287	20.718006	0.978584727887119	1.0
Gm38034	0.026843287	19.726568	0.978584727887119	1.0
Gm48620	0.026843287	19.494507	0.978584727887119	1.0
Gm48610	0.026843287	20.616192	0.978584727887119	1.0
D030047H15Rik	0.026843287	19.566315	0.978584727887119	1.0
Gm48583	0.026843287	20.493069	0.978584727887119	1.0
D030040B21Rik	0.026843287	19.366789	0.978584727887119	1.0
Gm47820	0.026843287	20.105623	0.978584727887119	1.0
Gm47708	0.026843287	19.85143	0.978584727887119	1.0
Gm47067	0.026843287	20.209286	0.978584727887119	1.0
Gm47695	0.026843287	20.182468	0.978584727887119	1.0
Gm38335	0.026843287	18.541946	0.978584727887119	1.0
Gm4735	0.026843287	19.912498	0.978584727887119	1.0
Gm47342	0.026843287	18.93759	0.978584727887119	1.0
Gm47333	0.026843287	18.85879	0.978584727887119	1.0
Cyp17a1	0.026843287	20.89716	0.978584727887119	1.0
Gm47260	0.026843287	19.840279	0.978584727887119	1.0
Gm38365	0.026843287	19.459122	0.978584727887119	1.0
Gm47257	0.026843287	20.46256	0.978584727887119	1.0
Gm4724	0.026843287	20.209286	0.978584727887119	1.0
Gm47208	0.026843287	20.593372	0.978584727887119	1.0
Gm38380	0.026843287	20.506454	0.978584727887119	1.0
Gm47155	0.026843287	19.42419	0.978584727887119	1.0
Gm47135	0.026843287	18.807116	0.978584727887119	1.0
Gm47118	0.026843287	18.659971	0.978584727887119	1.0
Gm47111	0.026843287	20.506454	0.978584727887119	1.0
Gm47085	0.026843287	19.86896	0.978584727887119	1.0
Gm38560	0.026843287	19.76761	0.978584727887119	1.0
Gm47079	0.026843287	20.789637	0.978584727887119	1.0
Gm47073	0.026843287	19.747211	0.978584727887119	1.0
Gm4737	0.026843287	20.170055	0.978584727887119	1.0
Gm3830	0.026843287	19.467768	0.978584727887119	1.0
Gm47389	0.026843287	19.80397	0.978584727887119	1.0
Cldn15	0.026843287	20.628357	0.978584727887119	1.0
Gm47694	0.026843287	18.68195	0.978584727887119	1.0
Gm47693	0.026843287	20.098516	0.978584727887119	1.0
Clca3b	0.026843287	19.88735	0.978584727887119	1.0
Gm47662	0.026843287	21.01894	0.978584727887119	1.0
Gm47640	0.026843287	19.825275	0.978584727887119	1.0
Gm47615	0.026843287	19.932558	0.978584727887119	1.0
Gm47583	0.026843287	19.306658	0.978584727887119	1.0
Gm47580	0.026843287	19.912626	0.978584727887119	1.0
Gm47531	0.026843287	19.77655	0.978584727887119	1.0
Clec2e	0.026843287	19.80397	0.978584727887119	1.0
Gm38262	0.026843287	19.87143	0.978584727887119	1.0
Cyp2b27-ps	0.026843287	19.536882	0.978584727887119	1.0
Gm47508	0.026843287	20.170055	0.978584727887119	1.0
Gm47484	0.026843287	20.219929	0.978584727887119	1.0
Gm47483	0.026843287	20.69324	0.978584727887119	1.0
Gm47447	0.026843287	19.438591	0.978584727887119	1.0
Gm4742	0.026843287	18.68195	0.978584727887119	1.0
Cyp2ab1	0.026843287	20.093801	0.978584727887119	1.0
Gm4939	0.026843287	20.441809	0.978584727887119	1.0
Gm4943	0.026843287	19.850458	0.978584727887119	1.0
Gm4968	0.026843287	20.532644	0.978584727887119	1.0
Cftr	0.026843287	20.357176	0.978584727887119	1.0
Gm6181	0.026843287	19.366705	0.978584727887119	1.0
Gm6159	0.026843287	19.443874	0.978584727887119	1.0
Gm6153	0.026843287	19.381365	0.978584727887119	1.0
Gm6140	0.026843287	20.02149	0.978584727887119	1.0
Gm6109	0.026843287	20.362474	0.978584727887119	1.0
Gm37694	0.026843287	20.281404	0.978584727887119	1.0
Gm6063	0.026843287	20.46276	0.978584727887119	1.0
Gm6039	0.026843287	20.188643	0.978584727887119	1.0
Gm5976	0.026843287	20.240997	0.978584727887119	1.0
Gm5915	0.026843287	19.827665	0.978584727887119	1.0
D830026I12Rik	0.026843287	19.99197	0.978584727887119	1.0
Cela1	0.026843287	19.797878	0.978584727887119	1.0
Gm5910	0.026843287	18.664831	0.978584727887119	1.0
Gm5904	0.026843287	19.346422	0.978584727887119	1.0
D730045B01Rik	0.026843287	20.451052	0.978584727887119	1.0
Gm5903	0.026843287	19.62657	0.978584727887119	1.0
Gm5900	0.026843287	19.945715	0.978584727887119	1.0
Gm5871	0.026843287	19.822296	0.978584727887119	1.0
Gm5864	0.026843287	19.951883	0.978584727887119	1.0
Cdkl1	0.026843287	20.152977	0.978584727887119	1.0
Gm6206	0.026843287	20.197561	0.978584727887119	1.0
Gm6210	0.026843287	20.316841	0.978584727887119	1.0
Gm37580	0.026843287	19.450079	0.978584727887119	1.0
Gm6580	0.026843287	20.6652	0.978584727887119	1.0
Gm6578	0.026843287	19.124407	0.978584727887119	1.0
Dancr	0.026843287	19.20614	0.978584727887119	1.0
Gm6560	0.026843287	20.536465	0.978584727887119	1.0
Gm6493	0.026843287	18.956944	0.978584727887119	1.0
Gm6445	0.026843287	19.648314	0.978584727887119	1.0
Gm6433	0.026843287	19.353374	0.978584727887119	1.0
Gm37570	0.026843287	20.36504	0.978584727887119	1.0
Gm6430	0.026843287	19.932428	0.978584727887119	1.0
Gm6218	0.026843287	19.762482	0.978584727887119	1.0
Gm6397	0.026843287	19.82468	0.978584727887119	1.0
Gm6382	0.026843287	20.006302	0.978584727887119	1.0
Gm6366	0.026843287	20.115011	0.978584727887119	1.0
Gm6344	0.026843287	19.92816	0.978584727887119	1.0
Gm6286	0.026843287	20.307009	0.978584727887119	1.0
D930007P13Rik	0.026843287	20.240501	0.978584727887119	1.0
Gm6277	0.026843287	19.145908	0.978584727887119	1.0
Gm6254	0.026843287	19.683754	0.978584727887119	1.0
Gm5857	0.026843287	19.941793	0.978584727887119	1.0
Gm37783	0.026843287	18.773453	0.978584727887119	1.0
Celsr3	0.026843287	20.041088	0.978584727887119	1.0
Gm5124	0.026843287	20.49512	0.978584727887119	1.0
Gm5256	0.026843287	19.485413	0.978584727887119	1.0
Gm525	0.026843287	20.418537	0.978584727887119	1.0
Gm5182	0.026843287	20.266771	0.978584727887119	1.0
Gm5177	0.026843287	19.968433	0.978584727887119	1.0
D430013B06Rik	0.026843287	20.551018	0.978584727887119	1.0
Gm5139	0.026843287	19.959272	0.978584727887119	1.0
Cfap44	0.026843287	20.36028	0.978584727887119	1.0
D230017M19Rik	0.026843287	20.021214	0.978584727887119	1.0
Cfap52	0.026843287	19.714664	0.978584727887119	1.0
Gm5292	0.026843287	18.827097	0.978584727887119	1.0
Gm5120	0.026843287	20.26914	0.978584727887119	1.0
Gm3791	0.026843287	20.335495	0.978584727887119	1.0
Gm37931	0.026843287	19.88735	0.978584727887119	1.0
Gm37962	0.026843287	21.595469	0.978584727887119	1.0
Gm5086	0.026843287	19.9465	0.978584727887119	1.0
Gm37963	0.026843287	18.90148	0.978584727887119	1.0
Gm5054	0.026843287	20.56576	0.978584727887119	1.0
Gm5040	0.026843287	19.866985	0.978584727887119	1.0
Gm37817	0.026843287	19.968967	0.978584727887119	1.0
Gm5312	0.026843287	20.483892	0.978584727887119	1.0
Gm5846	0.026843287	20.084131	0.978584727887119	1.0
Gm5525	0.026843287	19.932428	0.978584727887119	1.0
Gm5841	0.026843287	20.64159	0.978584727887119	1.0
Gm5626	0.026843287	19.227427	0.978584727887119	1.0
Gm5620	0.026843287	20.13887	0.978584727887119	1.0
Gm5587	0.026843287	19.467129	0.978584727887119	1.0
D630039A03Rik	0.026843287	19.820988	0.978584727887119	1.0
Gm5577	0.026843287	20.377216	0.978584727887119	1.0
Gm5547	0.026843287	19.212492	0.978584727887119	1.0
Gm5529	0.026843287	19.645498	0.978584727887119	1.0
Gm5523	0.026843287	19.20614	0.978584727887119	1.0
Gm5322	0.026843287	19.24485	0.978584727887119	1.0
D630030B08Rik	0.026843287	20.506454	0.978584727887119	1.0
Gm5514	0.026843287	19.089224	0.978584727887119	1.0
Gm37800	0.026843287	19.99197	0.978584727887119	1.0
Gm5483	0.026843287	20.34421	0.978584727887119	1.0
Gm5475	0.026843287	20.146057	0.978584727887119	1.0
Gm5471	0.026843287	20.327642	0.978584727887119	1.0
Gm5457	0.026843287	20.052423	0.978584727887119	1.0
Gm5431	0.026843287	19.85741	0.978584727887119	1.0
Gm4707	0.026843287	18.773453	0.978584727887119	1.0
Gm47003	0.026843287	19.865385	0.978584727887119	1.0
Gm6645	0.026843287	20.723785	0.978584727887119	1.0
Gm44041	0.026843287	20.718006	0.978584727887119	1.0
Gm43058	0.026843287	20.355717	0.978584727887119	1.0
Gm43062	0.026843287	19.968168	0.978584727887119	1.0
Gm43072	0.026843287	20.089104	0.978584727887119	1.0
Gm43075	0.026843287	20.15947	0.978584727887119	1.0
Gm44185	0.026843287	19.738245	0.978584727887119	1.0
Gm44169	0.026843287	20.141466	0.978584727887119	1.0
Csn3	0.026843287	19.877005	0.978584727887119	1.0
Gm44164	0.026843287	20.433416	0.978584727887119	1.0
Gm44144	0.026843287	20.266771	0.978584727887119	1.0
Gm43110	0.026843287	19.635845	0.978584727887119	1.0
Gm44140	0.026843287	19.876942	0.978584727887119	1.0
Gm43136	0.026843287	20.209286	0.978584727887119	1.0
Gm43137	0.026843287	20.518112	0.978584727887119	1.0
Gm44135	0.026843287	20.373882	0.978584727887119	1.0
Gm44116	0.026843287	19.825275	0.978584727887119	1.0
Gm44083	0.026843287	20.109488	0.978584727887119	1.0
Gm44066	0.026843287	19.360191	0.978584727887119	1.0
Gm44064	0.026843287	20.433416	0.978584727887119	1.0
Csf3r	0.026843287	20.410881	0.978584727887119	1.0
Gm44187	0.026843287	19.805262	0.978584727887119	1.0
Gm44199	0.026843287	19.778505	0.978584727887119	1.0
Gm44220	0.026843287	19.199968	0.978584727887119	1.0
Gm44562	0.026843287	18.988842	0.978584727887119	1.0
Gm42986	0.026843287	21.018435	0.978584727887119	1.0
Gm44623	0.026843287	19.363148	0.978584727887119	1.0
Gm42987	0.026843287	19.954517	0.978584727887119	1.0
Gm44613	0.026843287	20.338003	0.978584727887119	1.0
Gm42997	0.026843287	19.626774	0.978584727887119	1.0
Gm42998	0.026843287	19.467768	0.978584727887119	1.0
Gm43002	0.026843287	19.35371	0.978584727887119	1.0
Gm44573	0.026843287	20.098074	0.978584727887119	1.0
Gm44552	0.026843287	20.418537	0.978584727887119	1.0
Gm43057	0.026843287	21.69324	0.978584727887119	1.0
Gm44456	0.026843287	19.696789	0.978584727887119	1.0
Gm43034	0.026843287	20.362474	0.978584727887119	1.0
Gm43039	0.026843287	19.6077	0.978584727887119	1.0
Gm44414	0.026843287	20.103842	0.978584727887119	1.0
Coro6	0.026843287	20.650267	0.978584727887119	1.0
Gm44327	0.026843287	19.274813	0.978584727887119	1.0
Gm44292	0.026843287	20.022184	0.978584727887119	1.0
Gm44264	0.026843287	19.580334	0.978584727887119	1.0
Cpa3	0.026843287	20.58646	0.978584727887119	1.0
Gm44040	0.026843287	19.743505	0.978584727887119	1.0
Gm46440	0.026843287	20.56707	0.978584727887119	1.0
Gm43200	0.026843287	20.367796	0.978584727887119	1.0
Gm43679	0.026843287	19.124407	0.978584727887119	1.0
Gm43330	0.026843287	20.507076	0.978584727887119	1.0
Gm43653	0.026843287	19.459122	0.978584727887119	1.0
Gm43609	0.026843287	19.106739	0.978584727887119	1.0
Gm43593	0.026843287	20.433416	0.978584727887119	1.0
Gm43573	0.026843287	20.243319	0.978584727887119	1.0
Crisp2	0.026843287	19.586899	0.978584727887119	1.0
Gm43511	0.026843287	20.289133	0.978584727887119	1.0
Gm43509	0.026843287	20.203169	0.978584727887119	1.0
Gm43335	0.026843287	20.105623	0.978584727887119	1.0
Gm43338	0.026843287	20.085737	0.978584727887119	1.0
Gm43361	0.026843287	19.604464	0.978584727887119	1.0
Gm43484	0.026843287	20.106812	0.978584727887119	1.0
Gm43481	0.026843287	20.49676	0.978584727887119	1.0
Crmp1	0.026843287	19.822891	0.978584727887119	1.0
Gm43460	0.026843287	20.053421	0.978584727887119	1.0
Gm43457	0.026843287	19.106739	0.978584727887119	1.0
Gm43437	0.026843287	19.790886	0.978584727887119	1.0
Crry-ps	0.026843287	20.211386	0.978584727887119	1.0
Gm43682	0.026843287	19.212492	0.978584727887119	1.0
Gm43689	0.026843287	20.42277	0.978584727887119	1.0
Gm43312	0.026843287	20.50294	0.978584727887119	1.0
Gm43863	0.026843287	20.602354	0.978584727887119	1.0
Gm44014	0.026843287	20.720013	0.978584727887119	1.0
Gm43966	0.026843287	20.541794	0.978584727887119	1.0
Gm43963	0.026843287	20.018578	0.978584727887119	1.0
Gm43216	0.026843287	20.090277	0.978584727887119	1.0
Gm43267	0.026843287	20.307709	0.978584727887119	1.0
Gm43274	0.026843287	20.506454	0.978584727887119	1.0
Gm43300	0.026843287	20.538807	0.978584727887119	1.0
Gm43890	0.026843287	20.184364	0.978584727887119	1.0
Gm43859	0.026843287	19.864893	0.978584727887119	1.0
Gm43696	0.026843287	20.506454	0.978584727887119	1.0
Cpne9	0.026843287	20.59315	0.978584727887119	1.0
Gm43814	0.026843287	20.759995	0.978584727887119	1.0
Gm43810	0.026843287	20.859335	0.978584727887119	1.0
Gm43797	0.026843287	18.827097	0.978584727887119	1.0
Cpsf4l	0.026843287	19.535154	0.978584727887119	1.0
Gm43785	0.026843287	20.262045	0.978584727887119	1.0
Gm43743	0.026843287	20.48735	0.978584727887119	1.0
Gm43735	0.026843287	19.493204	0.978584727887119	1.0
Gm44658	0.026843287	20.280548	0.978584727887119	1.0
Gm42967	0.026843287	19.886475	0.978584727887119	1.0
Gm4468	0.026843287	20.535614	0.978584727887119	1.0
Gm42941	0.026843287	19.66301	0.978584727887119	1.0
Gm45762	0.026843287	19.70015	0.978584727887119	1.0
Gm4575	0.026843287	20.441809	0.978584727887119	1.0
Gm4247	0.026843287	19.635742	0.978584727887119	1.0
Gm42480	0.026843287	19.73434	0.978584727887119	1.0
Gm42481	0.026843287	19.66301	0.978584727887119	1.0
Ctxn3	0.026843287	20.505833	0.978584727887119	1.0
Gm45719	0.026843287	19.82051	0.978584727887119	1.0
Gm45709	0.026843287	19.089848	0.978584727887119	1.0
Gm42498	0.026843287	19.46859	0.978584727887119	1.0
Gm45605	0.026843287	20.5898	0.978584727887119	1.0
Gm42508	0.026843287	20.88923	0.978584727887119	1.0
Gm42515	0.026843287	20.022047	0.978584727887119	1.0
Gm42530	0.026843287	19.779312	0.978584727887119	1.0
Gm42566	0.026843287	19.819204	0.978584727887119	1.0
Gm45518	0.026843287	20.012585	0.978584727887119	1.0
Gm45509	0.026843287	20.252312	0.978584727887119	1.0
Gm42573	0.026843287	19.70015	0.978584727887119	1.0
Gm45453	0.026843287	21.173819	0.978584727887119	1.0
Gm42576	0.026843287	19.612062	0.978584727887119	1.0
Gm42467	0.026843287	18.541477	0.978584727887119	1.0
Gm42462	0.026843287	18.827097	0.978584727887119	1.0
Gm45820	0.026843287	19.137484	0.978584727887119	1.0
Gm39214	0.026843287	18.833956	0.978584727887119	1.0
Gm46432	0.026843287	19.822296	0.978584727887119	1.0
Gm46404	0.026843287	19.752056	0.978584727887119	1.0
Gm38948	0.026843287	19.246094	0.978584727887119	1.0
Gm39041	0.026843287	20.818306	0.978584727887119	1.0
